aggregator,block_size,image_size,scoring,pearson,spearman,kendall,r2_linear,r2_isotonic
min,24,13,Cosine,0.3228721217839687,0.2272532391243575,0.1553370261890319,0.10424640702528187,0.4631512219634656
mean,24,13,Manhattan,0.3904107214223323,0.2515124909113392,0.1720698578090404,0.15242053140150624,0.46927449712588987
mean,24,13,Euclidean,0.4383104912680652,0.23213995848290067,0.15863453550041276,0.19211608675565273,0.46378162059302797
mean,24,13,Cosine,0.2896031148303382,0.22076340360439864,0.15041032776201366,0.08386996411943415,0.4595705560493948
max,24,13,Manhattan,0.23179387303839422,0.15364693091711476,0.10431749075070706,0.05372839957813924,0.3967718989811573
max,24,13,Euclidean,0.26887886916652104,0.1295044774382362,0.08744973686865663,0.0722958462842671,0.3956065018766335
max,24,13,Cosine,0.1875264805510784,0.1238234654566272,0.08353478229826118,0.035166180907874156,0.39440191314166817
median,24,13,Manhattan,0.3966255479569461,0.2552218257195763,0.1745418226999317,0.15731182529214793,0.4691773651384312
median,24,13,Euclidean,0.454840809738704,0.22309079812580027,0.1523363404365047,0.20688016220376004,0.45739309355136704
median,24,13,Cosine,0.3000920568555207,0.21259540284551187,0.14467523848499841,0.0900552425877772,0.45559228192478574
min,25,12,Manhattan,0.424981691666972,0.2688152952282904,0.18374120046910392,0.18060943825212128,0.47591794627956086
min,25,12,Euclidean,0.48428823462177867,0.23336850679673185,0.1593303051930312,0.23453509419307905,0.4649756143753505
min,25,12,Cosine,0.3262671883387979,0.2318636835249757,0.15818882295383827,0.10645027818650477,0.4614417040228198
mean,25,12,Manhattan,0.3877582799563496,0.24821866035304746,0.1695606965993095,0.1503564836747069,0.4686478913729868
mean,25,12,Euclidean,0.43727590544397255,0.23152731985160768,0.15785764039781824,0.1912102174818462,0.4644345841198394
mean,25,12,Cosine,0.28978736221866347,0.22056763366703003,0.1503635613492039,0.08397671530165096,0.45949507469635875
max,25,12,Manhattan,0.22060902367960825,0.14162011215424072,0.09587422953112684,0.04866834132887021,0.38229245588171434
max,25,12,Euclidean,0.26327865984417487,0.1235823098761009,0.08347754410265029,0.0693156527293447,0.38209470002728585
max,25,12,Cosine,0.17526456348578764,0.11755005765052087,0.0794479935843224,0.03071766721386371,0.3807281528766344
median,25,12,Manhattan,0.3897854744864678,0.241767729206596,0.1651420979888772,0.15193271612064096,0.4683496648356853
median,25,12,Euclidean,0.44694691291756034,0.2120431226967737,0.14466385451709396,0.19976154296653736,0.45511334071390885
median,25,12,Cosine,0.294098607963461,0.19900725201246344,0.13554815265439485,0.0864939912060455,0.4520129144927162
min,28,11,Manhattan,0.42846329366337693,0.2744428590660333,0.18750031324885566,0.18358079401686922,0.47381624093793495
min,28,11,Euclidean,0.48660273686929273,0.24019396698253842,0.16412052204797203,0.23678222352868628,0.4653182382545936
min,28,11,Cosine,0.3272487666011159,0.23996407208070597,0.1639430005626126,0.1070917552419518,0.46275646606143117
mean,28,11,Manhattan,0.38965578835064485,0.25130165723466796,0.17189138190709302,0.1518316333951626,0.46856721982123795
mean,28,11,Euclidean,0.43667287966199136,0.2343695870996624,0.16018797217571018,0.1906832038322961,0.46324562884381804
mean,28,11,Cosine,0.2901979036645453,0.22334303578146153,0.1524212835128326,0.0842148232912967,0.45922530188103494
max,28,11,Manhattan,0.19995974053526724,0.13993426028995792,0.09442155570613375,0.039983897834931614,0.26733364122653036
max,28,11,Euclidean,0.24269501089836712,0.12195623622395523,0.0823963116419893,0.058900868314958554,0.267726953548976
max,28,11,Cosine,0.16411110542398596,0.11692968226381732,0.07885871367751283,0.02693245492348284,0.2668518670672062
median,28,11,Manhattan,0.37811090252562535,0.2356249771053044,0.16091333108922523,0.14296785460874306,0.46315369991594835
median,28,11,Euclidean,0.43660603222813754,0.20865476748026895,0.142175621441147,0.19062482737799757,0.4506887115920214
median,28,11,Cosine,0.28446146163108815,0.19784910080063875,0.13486001829448005,0.08091832315329495,0.44844146992056955
min,30,10,Manhattan,0.41442104755997233,0.2613543371032665,0.17856769607465575,0.17174480466070507,0.47315559030309784
min,30,10,Euclidean,0.4766785251587827,0.22995134929440772,0.156805873317893,0.22722241634755236,0.4656519164467945
min,30,10,Cosine,0.31733008956882847,0.22344736226938203,0.1523945598483699,0.10069838574576095,0.46147436254469076
mean,30,10,Manhattan,0.3835248289765707,0.24875262960817274,0.16964277642587355,0.14709129444150792,0.4659409696738377
mean,30,10,Euclidean,0.4255367874860524,0.22873611430134103,0.15613809350613447,0.18108155750394983,0.46050696999112684
mean,30,10,Cosine,0.28253138215852214,0.2185768032870099,0.14884508455776918,0.07982398190440498,0.457349075071278
max,30,10,Manhattan,0.1926823289852388,0.1284142237020841,0.08672011512009196,0.03712647990317597,0.15011706186445717
max,30,10,Euclidean,0.21977659156573437,0.10852143442617042,0.07311838592340959,0.04830175020025185,0.15150099290951358
max,30,10,Cosine,0.15992620764358817,0.10636297235054462,0.07176999427022154,0.025576391891260153,0.4331614548475349
median,30,10,Manhattan,0.3772883124714383,0.2553020804495398,0.17436166648003856,0.1423464707275457,0.46747202669853105
median,30,10,Euclidean,0.4349040466628281,0.22143208037966952,0.15141341959595325,0.18914152980370347,0.4551888806197816
median,30,10,Cosine,0.2841077896801549,0.21092284232902514,0.14392029496392683,0.08071723615694304,0.4515115007655933
min,34,9,Manhattan,0.427352493542384,0.25953539506823253,0.17707217810093673,0.1826301537368935,0.4717032350101116
min,34,9,Euclidean,0.47914628908329493,0.22291593902787804,0.15189539997286997,0.22958116634229253,0.46304891126450454
min,34,9,Cosine,0.31777016582069517,0.21843332546589594,0.1489147569686898,0.10097787828571214,0.45709794964438266
mean,34,9,Manhattan,0.382713871874945,0.24873197092535662,0.17016197904972047,0.14646990772551194,0.4687433286792082
mean,34,9,Euclidean,0.42848131885665214,0.23842347399971955,0.1630620740519311,0.18359624060913604,0.46476078743077454
mean,34,9,Cosine,0.2835303053752063,0.22819084269203999,0.155728336990093,0.08038943406615784,0.46087845753454937
max,34,9,Manhattan,0.18911480853440557,0.1314693605640852,0.08901017544899496,0.0357644108070051,0.22984943360019183
max,34,9,Euclidean,0.22125280310101272,0.11746758476083706,0.07930622298672571,0.04895280288005566,0.23003364639836732
max,34,9,Cosine,0.15633815683852328,0.11414364262369493,0.07688442536386719,0.024441619283666727,0.22855175741286993
median,34,9,Manhattan,0.3718585662961639,0.23923927792249905,0.16325470039388315,0.13827879332783866,0.46064589860850613
median,34,9,Euclidean,0.43532927093159113,0.21476490889915437,0.14633210568168645,0.18951157412983077,0.45386086028328765
median,34,9,Cosine,0.2856820559789268,0.20594425623317256,0.14023529251783665,0.08161423710834659,0.4515263067375205
min,38,8,Manhattan,0.43834935636448924,0.27132052783240346,0.1855116023224226,0.19215015822516202,0.4789720226083364
min,38,8,Euclidean,0.4866538268485549,0.23546004685849103,0.16068557674792577,0.23683194718634326,0.46975479962248534
min,38,8,Cosine,0.3285656149667019,0.2285222610220776,0.15578751081854617,0.10795536333844713,0.46528399658551345
mean,38,8,Manhattan,0.37599313783875793,0.24438607864408812,0.16675280299754902,0.14137083970183517,0.4681150110887269
mean,38,8,Euclidean,0.414090769234002,0.22904488898533867,0.156315763442171,0.17147116516480765,0.46211090313734204
mean,38,8,Cosine,0.27320277386624015,0.21873815838456406,0.14900733537772134,0.07463975564820813,0.4588734759940115
max,38,8,Manhattan,0.16838731928097,0.12744820025822767,0.08643026916919565,0.028354289294631574,0.09182443451262767
max,38,8,Euclidean,0.19580304615472424,0.1167394121185219,0.07899781301764057,0.038338832883469176,0.09323996484354025
max,38,8,Cosine,0.14811808296545345,0.11287928614879092,0.07628224409891955,0.021938966501360957,0.09414271531380203
median,38,8,Manhattan,0.3606502656550145,0.23766169597100698,0.16228618670947165,0.13006861411703274,0.4669966692841696
median,38,8,Euclidean,0.42342771848458005,0.2103989935653565,0.14371223214775286,0.17929103278105685,0.45874569034254
median,38,8,Cosine,0.275208332485156,0.2020456576832272,0.13757247023744518,0.07573962626926034,0.4566485121465801
min,43,7,Manhattan,0.4039163955001932,0.24262583465082913,0.1654430362838962,0.16314845455386862,0.4648474286276403
min,43,7,Euclidean,0.4437437573204272,0.2020095587724001,0.13756483490474153,0.1969085221608502,0.4556438071137492
min,43,7,Cosine,0.2979781874779799,0.20422749775841306,0.13965500723236066,0.08879100021266206,0.45219497825724886
mean,43,7,Manhattan,0.38626724961302394,0.2592698193238557,0.17696410607206825,0.1492023881236102,0.4696374544002998
mean,43,7,Euclidean,0.4242797258509823,0.24933570155794893,0.17052135506621466,0.18001328576818487,0.4656804729154136
mean,43,7,Cosine,0.28739682828708674,0.23895478548205223,0.16291509389738618,0.08259693690947734,0.46218789733229304
max,43,7,Manhattan,0.156146461506188,0.12535662808004872,0.08523539325357048,0.024381717440903672,0.09051143224677116
max,43,7,Euclidean,0.1769577280255504,0.11203668714434986,0.07582734764651214,0.03131403750796491,0.09250102420437345
max,43,7,Cosine,0.13720364869574148,0.11159536068385663,0.07556213348871947,0.018824841215424604,0.09231793052100479
median,43,7,Manhattan,0.37275756914999325,0.24438132517481725,0.16691996923239272,0.13894820535861208,0.4618437339795053
median,43,7,Euclidean,0.4293130362895095,0.22049088545964263,0.15035269317710853,0.1843096831281178,0.45568409758462514
median,43,7,Cosine,0.285949529084195,0.2069238330531239,0.14101314203701912,0.08176713318347295,0.45200176566301287
min,50,6,Manhattan,0.36200865448724706,0.24489455672242363,0.1682114003131894,0.1310502659236671,0.4740029068504761
min,50,6,Euclidean,0.42634228499431653,0.21893687464954936,0.14998421654045693,0.18176774397417506,0.46341823893160894
min,50,6,Cosine,0.27571157049175604,0.22463226653133325,0.15438451843425385,0.0760168701030306,0.46193429661129004
mean,50,6,Manhattan,0.37522760736131383,0.24156150738374513,0.16484778748799295,0.1407957573260964,0.4686942922111381
mean,50,6,Euclidean,0.40393475008498464,0.2289030776043279,0.15612728312385776,0.16316328232621913,0.4646742745746473
mean,50,6,Cosine,0.2734032716624885,0.21823885193491455,0.14847477092164305,0.07474934895575258,0.46083757787881796
max,50,6,Manhattan,0.13159042237046104,0.14019509482224296,0.09965945832907723,0.017316039259636318,0.023873923339018388
max,50,6,Euclidean,0.13905095079667204,0.1338090784756884,0.09505007062940256,0.019335166917458513,0.02701929290609606
max,50,6,Cosine,0.11643408732715352,0.13411047040384325,0.09506352429006634,0.013556896691707343,0.026748074533363586
median,50,6,Manhattan,0.32676196798820506,0.21017102943586574,0.14299833216169955,0.10677338372352474,0.4624074285303371
median,50,6,Euclidean,0.37908995383079,0.18561247178707457,0.12623495558914027,0.14370919309543062,0.4573194408212825
median,50,6,Cosine,0.2412175779989445,0.1742269405516321,0.11838774240298296,0.05818591993567701,0.4538358763217649
min,60,5,Manhattan,0.3834163483615763,0.24819239115276354,0.1696599675685196,0.1470080961909257,0.46079784482776964
min,60,5,Euclidean,0.42673162571920553,0.21605532220075746,0.14743827450712507,0.18209988038895608,0.4525939635313416
min,60,5,Cosine,0.27964263604491374,0.2043335320661701,0.13919975051990663,0.07820000389414827,0.45123808986942393
mean,60,5,Manhattan,0.37373167994379214,0.2568953525379942,0.17560119918447,0.13967536859360907,0.46873250303649183
mean,60,5,Euclidean,0.39386119878154746,0.23738243829525654,0.16220205422525286,0.1551266439056378,0.46541215786974177
mean,60,5,Cosine,0.26214777948848067,0.22574413687332992,0.15393689705450345,0.06872145829074128,0.4603188693959869
max,60,5,Manhattan,0.11697252481424697,0.08558184058860155,0.05941877333595821,0.013682571561419499,0.01689390480809838
max,60,5,Euclidean,0.1265655975647606,0.08344196383440076,0.05782823477005325,0.016018850486925085,0.013581454758236688
max,60,5,Cosine,0.10736843748287275,0.09481906647761258,0.06587580899914867,0.011527981367513651,0.3843347963743514
median,60,5,Manhattan,0.3369701127201885,0.22929010836745797,0.15629395702310686,0.11354885686665672,0.46055863865657576
median,60,5,Euclidean,0.3805358927505812,0.19900239258399605,0.13537826650173906,0.14480756567148179,0.45137655323513126
median,60,5,Cosine,0.2546846680407826,0.18926921860084722,0.12873170938322778,0.06486428013504364,0.44899425821648764
min,75,4,Manhattan,0.3233432382954153,0.16120648135398702,0.10895205345843073,0.10455084975136575,0.4477435317848939
min,75,4,Euclidean,0.35197849007133625,0.137746447784416,0.09346037915425581,0.1238888574728978,0.44285000991627366
min,75,4,Cosine,0.2302736650796913,0.15005369932138335,0.10204622158403555,0.05302596082923394,0.44151008161485017
mean,75,4,Manhattan,0.3449145456698714,0.25257871391831027,0.17195151015213414,0.11896604381465403,0.46326511773699286
mean,75,4,Euclidean,0.3547449311014555,0.2505362794394338,0.17051320435408754,0.1258439661421764,0.4633563189001336
mean,75,4,Cosine,0.23487163410702575,0.24097739528092837,0.163955407978256,0.05516468450810463,0.4607225806395234
max,75,4,Manhattan,0.05723109332300564,0.05196365834664271,0.04098052827390119,0.003275398042946742,-0.027542352893525246
max,75,4,Euclidean,0.05808906398578822,0.051520092535137015,0.04050292563414704,0.0033743393547449596,-0.045936679805227865
max,75,4,Cosine,0.046976914399849364,0.0998299580809583,0.07837291271424303,0.0022068304865309196,0.3410155297596037
median,75,4,Manhattan,0.3168256134172439,0.21829143583585353,0.14890218282378975,0.10037846931721295,0.285950137882122
median,75,4,Euclidean,0.3347903969317697,0.20078546629314373,0.13638205280081922,0.11208460987773206,0.2824821760805605
median,75,4,Cosine,0.2526413357967055,0.1930037394847319,0.13128256334841193,0.06382764455314383,0.45697486219730465
min,100,3,Manhattan,0.3840175115024721,0.2430405405316736,0.16600876645462112,0.1474694491405515,0.4716706627074122
min,100,3,Euclidean,0.40268688355591425,0.20982004977227603,0.14296022009465056,0.1621567261879745,0.46374268586317946
min,100,3,Cosine,0.24184966087365511,0.17286259785971442,0.11645886647872804,0.058491258464702156,0.44844276083393353
mean,100,3,Manhattan,0.3563069726303634,0.23490212062800636,0.15984282690076246,0.12695465874501477,0.46941525144930185
mean,100,3,Euclidean,0.37772017416186154,0.2318138137887591,0.15751595925933076,0.14267252996886715,0.46500180902527966
mean,100,3,Cosine,0.25094287894075595,0.21893142142402128,0.14844136634106467,0.06297232849107504,0.4619664358820421
max,100,3,Manhattan,0.05843689122032049,0.04757144913666222,0.03796589507372732,0.0034148702554956945,-0.11361682334690237
max,100,3,Euclidean,0.05738616782080882,0.04756592853324341,0.0379420925786846,0.0032931722571580835,-0.11368838877134047
max,100,3,Cosine,0.05134686391554894,0.04745758753717539,0.03784688259851369,0.002636500433961797,-0.11368838877134047
median,100,3,Manhattan,0.21593865604325696,0.16091516748139534,0.10861388489133182,0.04662950317376835,0.26933968530745234
median,100,3,Euclidean,0.25572548578804055,0.15766337987549744,0.10643956681454064,0.06539552408152949,0.2692027397869923
median,100,3,Cosine,0.171661396647271,0.15107766398787476,0.10206486883182264,0.029467635098891942,0.2675631945281042
min,150,2,Manhattan,0.2324228621092034,0.15429706180350425,0.10443521575077709,0.05402038683103394,0.4398036130417936
min,150,2,Euclidean,0.24417102826949294,0.14164260629061468,0.09598854323628055,0.05961949104618158,0.43905032036837555
min,150,2,Cosine,0.18376348603736095,0.10146750371582446,0.06874763780948001,0.03376901880060357,0.42025572154908386
mean,150,2,Manhattan,0.3059402435818643,0.24282956256463342,0.1644249809395293,0.09359943264293047,0.45511503932029884
mean,150,2,Euclidean,0.31223319304189145,0.23701664022789257,0.16059751434762104,0.09748956683713517,0.4552127848876165
mean,150,2,Cosine,0.168740338370401,0.14606297559104492,0.09835644705500561,0.02847330179335772,0.4371174450594739
max,150,2,Manhattan,nan,nan,nan,0.0,2.220446049250313e-16
max,150,2,Euclidean,nan,nan,nan,0.0,2.220446049250313e-16
max,150,2,Cosine,nan,nan,nan,0.0,2.220446049250313e-16
median,150,2,Manhattan,0.07322929787464146,0.06594457885110688,0.05052258313974198,0.0053625300672132115,-0.10506886367160595
median,150,2,Euclidean,0.07135691810655428,0.05940483204615773,0.045909269136438675,0.005091809761665567,-0.10609617138671301
median,150,2,Cosine,0.05582099202184789,0.060069252574063765,0.04638275965894825,0.0031159831503033697,-0.10518356638592019
min,300,1,Manhattan,0.18082857760610388,0.1417150665818279,0.09562886930731598,0.03269897447904668,0.17571092793810061
min,300,1,Euclidean,0.18196614448303622,0.1356435535782046,0.09146241598355281,0.03311167773802137,0.17182897013172338
min,300,1,Cosine,0.1503351023334415,0.09189397457057803,0.06530211808734812,0.022600642993606423,0.1087463282488087
mean,300,1,Manhattan,0.2737112806461226,0.250956467380746,0.17083579716081598,0.07491786515294063,0.4593066003358328
mean,300,1,Euclidean,0.28127708805847207,0.25670767346766693,0.17507450523297563,0.07911680026665346,0.459563311965838
mean,300,1,Cosine,0.1363151141834718,0.19790653244178394,0.13410793802317236,0.018581810354853068,0.44732459378923484
max,300,1,Manhattan,nan,nan,nan,0.0,2.220446049250313e-16
max,300,1,Euclidean,nan,nan,nan,0.0,2.220446049250313e-16
max,300,1,Cosine,nan,nan,nan,0.0,2.220446049250313e-16
median,300,1,Manhattan,0.00830683799770633,-0.014676996323718616,-0.011988672234395021,6.900355752015308e-05,6.900355752015308e-05
median,300,1,Euclidean,0.008306837997706328,-0.014676996323718616,-0.011988672234395021,6.900355752015308e-05,6.900355752015308e-05
median,300,1,Cosine,0.008306837997706323,-0.014676996323718616,-0.011988672234395021,6.900355752015308e-05,6.900355752015308e-05
