aggregator,block_size,image_size,scoring,pearson,spearman,kendall,r2
max,15,20,Euclidean,0.21791757219051014,0.1259800955066492,0.08559239193713016,0.047488068269406214
max,15,20,Cosine,0.14866921147524137,0.11729577495872733,0.07993197238476732,0.02210253444067012
max,15,20,Manhattan,0.2102599982267013,0.15392209780198438,0.10505790904860493,0.044209266854292495
product,15,20,Euclidean,0.33792290278258474,0.15481588997960893,0.10475231787254566,0.024724371515367993
product,15,20,Cosine,0.2599109395641182,0.16061602077841158,0.10850872498754914,0.06755369650510268
product,15,20,Manhattan,0.28593547695977145,0.19580807230360717,0.1333777434333725,-0.4475959430931338
var,16,19,Euclidean,0.1003522955331908,0.05988459510008564,0.04023768593928845,0.010070583218780738
var,16,19,Cosine,0.11721034622235627,0.0632357432431045,0.04258931547525099,0.01373826526156452
var,16,19,Manhattan,0.1022531689501651,0.07865178674955786,0.052783914256365624,0.010455710560350884
mean,16,19,Euclidean,0.2873104474913372,0.16753707362511772,0.1142893545341894,0.08254729323767229
mean,16,19,Cosine,0.1954858192233648,0.16109965995105988,0.1095470814258428,0.03821470551743
mean,16,19,Manhattan,0.2811262720488017,0.20157352025451888,0.13750025052465173,0.07903198083605689
min,16,19,Euclidean,0.32591381994868873,0.17736591426593937,0.12081782080679207,0.10621981803354619
min,16,19,Cosine,0.22919243485281715,0.17431886687192372,0.11847522892606066,0.05252917219376285
min,16,19,Manhattan,0.3074658518476703,0.2116303458964125,0.1441860088205699,0.09453525005241348
median,16,19,Euclidean,0.2912829126396339,0.16221515539312992,0.11077726658113737,0.0848457351958285
median,16,19,Cosine,0.19881807212921926,0.15552664193129295,0.10573913823761516,0.03952862580517946
median,16,19,Manhattan,0.28612886711246344,0.20541612348496688,0.14009819170895083,0.08186972859506181
std,16,19,Euclidean,0.24849993649800614,0.1085212807684521,0.07326745477169884,0.06175221843951306
std,16,19,Cosine,0.32214627947265173,0.13176114753142953,0.08946519155950557,0.10377822537807191
std,16,19,Manhattan,0.2413096603645115,0.13798430492110614,0.09340960990460451,0.05823035218523587
max,16,19,Euclidean,0.21749444090326261,0.12323113512870926,0.08389838131446509,0.047303831823822695
max,16,19,Cosine,0.14601815979927144,0.11543475649554477,0.07861780251755192,0.021321302991165636
max,16,19,Manhattan,0.20744883658471758,0.15165326571061602,0.10360548351801055,0.04303501980035285
product,16,19,Euclidean,0.3693628152136176,0.1972995297592492,0.13403339680939064,0.05439485544410083
product,16,19,Cosine,0.2807707453436703,0.20285126953297353,0.13792723345299182,0.07883221144084018
product,16,19,Manhattan,0.3038067857990684,0.2191891655526927,0.14944224117319724,-0.48353530339063533
var,17,18,Euclidean,0.10895657436160296,0.06846751164516766,0.046021236203287706,0.011871535096615426
var,17,18,Cosine,0.09482329854364968,0.06985288590678827,0.04695652049513309,0.008991457946697978
var,17,18,Manhattan,0.1043969966525774,0.08040843682336846,0.05382417943811201,0.010898732910078479
mean,17,18,Euclidean,0.28399339954430347,0.16530856491713986,0.11270961385754243,0.08065225098473039
mean,17,18,Cosine,0.19351321916359174,0.15858838197686795,0.10773091203055528,0.03744736599105625
mean,17,18,Manhattan,0.2756167149800775,0.19625945708346723,0.1338377506054842,0.0759645735764094
min,17,18,Euclidean,0.3254158115069404,0.1778360158499205,0.12088793833601609,0.10589545037872061
min,17,18,Cosine,0.22863370384965861,0.17439043464560078,0.11823568162274109,0.05227337053601333
min,17,18,Manhattan,0.3078671065425897,0.2119221018078153,0.14438142481144148,0.09478215529090617
median,17,18,Euclidean,0.2903000499379385,0.16319222739052858,0.11115474711949977,0.08427411899396964
median,17,18,Cosine,0.19819096829442664,0.15585257425728327,0.10584889098614805,0.03927965991348248
median,17,18,Manhattan,0.28203193312133107,0.20450668393197804,0.13967604825545651,0.07954201130015481
std,17,18,Euclidean,0.25673664418328057,0.11176127601420381,0.07545490659902976,0.06591370446649247
std,17,18,Cosine,0.31516940609530436,0.1380357190253131,0.0936768339879889,0.09933175453846688
std,17,18,Manhattan,0.24467372552621772,0.13994449078163645,0.09443842262563441,0.05986523196287896
max,17,18,Euclidean,0.20837007965253856,0.12301473477153149,0.0838091275193055,0.04341809009440534
max,17,18,Cosine,0.14100523125835684,0.1148530297984562,0.07816065846061933,0.019882475242222752
max,17,18,Manhattan,0.19715654400424584,0.14667175747858935,0.10030240961662042,0.0388707028436982
product,17,18,Euclidean,0.41115248140506344,0.2273282877212369,0.15516318683128524,0.14557069136771772
product,17,18,Cosine,0.30439628339397845,0.2117619470005984,0.14429671035480413,0.09265709734406724
product,17,18,Manhattan,0.3281127738807838,0.22181722199620463,0.15129416385256975,-0.2402223417283751
var,18,17,Euclidean,0.10700065015475771,0.06216253046417525,0.04191837464922012,0.011449139133540731
var,18,17,Cosine,0.09341042337883641,0.06423026497974142,0.043510284191200774,0.008725507195813331
var,18,17,Manhattan,0.10580873679397321,0.07423832522167113,0.04982536190460984,0.011195488781936214
mean,18,17,Euclidean,0.286633113209747,0.16894475361858102,0.11524372626056224,0.0821585415883117
mean,18,17,Cosine,0.19525734144644302,0.1624577628815496,0.11058830097931555,0.03812542938873287
mean,18,17,Manhattan,0.27843439788533497,0.19979516284768256,0.13627712473809317,0.07752571392576912
min,18,17,Euclidean,0.3269685025916144,0.1781239912098485,0.121153702082374,0.10690840168700255
min,18,17,Cosine,0.23092056940659614,0.1743867752315241,0.11838360924032887,0.05332430937506649
min,18,17,Manhattan,0.31070305411589194,0.2150424947668501,0.14633797175337832,0.09653638783694285
median,18,17,Euclidean,0.2898023033720087,0.16223288179328973,0.11075913351833629,0.08398537503972159
median,18,17,Cosine,0.19751406300578617,0.15631177100260107,0.10628790198027956,0.03901180508505353
median,18,17,Manhattan,0.28055589495663225,0.20230629410356482,0.13807947375532434,0.07871161019491679
std,18,17,Euclidean,0.2515796262284622,0.10589096327998056,0.07165366655047839,0.06329230833325272
std,18,17,Cosine,0.3102327778009733,0.132611554431051,0.08981640035481077,0.09624437642210815
std,18,17,Manhattan,0.2442350158797727,0.1376402941535942,0.09324259485248926,0.05965074298179285
max,18,17,Euclidean,0.20261424238734757,0.11931843711008147,0.08111401982724988,0.04105253121819874
max,18,17,Cosine,0.13763743467630057,0.11208052386238489,0.07627768304448573,0.018944063424272795
max,18,17,Manhattan,0.19447281810925143,0.14672114143113743,0.1001925321706553,0.03781967698335398
product,18,17,Euclidean,0.24633547635858263,0.1109783187634162,0.07482742555554271,-0.25779710551891677
product,18,17,Cosine,0.3452217079957644,0.0723832893661554,0.048960701120516044,0.11917802767151275
product,18,17,Manhattan,0.1758618123222325,0.11738688172648079,0.07907780968966363,-1.1805682524589627
var,19,16,Euclidean,0.11668573817243698,0.0819078443747952,0.0553204759173418,0.013615561492846373
var,19,16,Cosine,0.16860430181856478,0.08956945341797275,0.0605038271509955,0.02842741059172582
var,19,16,Manhattan,0.1122841094499687,0.09141323652281566,0.06149160188779138,0.012607721234972447
mean,19,16,Euclidean,0.2818667095609208,0.16452126869080883,0.11209525393525825,0.0794488419587005
mean,19,16,Cosine,0.19188641340296125,0.15799904727479316,0.1073930644394193,0.036820395648651916
mean,19,16,Manhattan,0.27422352222873186,0.19481070000983214,0.1327841242195686,0.07519854014353178
min,19,16,Euclidean,0.3277497445800299,0.18163774677728398,0.12331726330226862,0.10741989507227478
min,19,16,Cosine,0.23101569167327216,0.17832248799312034,0.12105394133072007,0.05336824979928034
min,19,16,Manhattan,0.3080655273935412,0.21305238581744584,0.14523553432426722,0.09490436916826073
median,19,16,Euclidean,0.2823132437134651,0.15483078828261157,0.10564470584857574,0.0797007675760184
median,19,16,Cosine,0.19087540405690837,0.1485405997346116,0.10107894109773662,0.03643341987388793
median,19,16,Manhattan,0.27403440918681926,0.19479362120399138,0.13287851773817935,0.07509485741836908
std,19,16,Euclidean,0.2699666115340703,0.13035714568620257,0.08802111163158537,0.07288197134318763
std,19,16,Cosine,0.3129860999781455,0.14457339184403725,0.09753345013426151,0.0979602987795295
std,19,16,Manhattan,0.25926539444738167,0.1563969335798998,0.10583362103852609,0.06721854475795641
max,19,16,Euclidean,0.200838461962673,0.119923636682517,0.08156971319091422,0.04033608780353204
max,19,16,Cosine,0.1391457529896738,0.11235849474379425,0.07649050793946686,0.01936154057506334
max,19,16,Manhattan,0.1907658968364766,0.14357548952190666,0.09805727060577443,0.03639162739582513
product,19,16,Euclidean,0.3464963879943792,0.1720020330765833,0.11727558366601001,0.02306353662394023
product,19,16,Cosine,0.24731990368297357,0.17433493085454158,0.11874531612462419,0.06116713475775537
product,19,16,Manhattan,0.2700160902564215,0.18149680793253098,0.1239829081589583,-0.551225894110609
var,20,15,Euclidean,0.11892724780320967,0.08412731871200298,0.05673633648307211,0.014143690270045917
var,20,15,Cosine,0.3266227941386922,0.10556082051999897,0.07125196153340638,0.1066824496509664
var,20,15,Manhattan,0.11142254836029734,0.0935475899576487,0.06275709879696176,0.012414984283102615
mean,20,15,Euclidean,0.2846920516123536,0.16801199907556594,0.11471118683724621,0.0810495642512512
mean,20,15,Cosine,0.1945051187680347,0.16167550392523308,0.11002140417385008,0.03783224122696738
mean,20,15,Manhattan,0.2779865272776026,0.19987882296274062,0.13627712473809317,0.07727650934786123
min,20,15,Euclidean,0.3203493699472216,0.1730602254050781,0.11771364028841515,0.10262371882558186
min,20,15,Cosine,0.22563362537107154,0.16949102262588656,0.1150728937215415,0.05091053289809311
min,20,15,Manhattan,0.3006667236991126,0.20568930245059613,0.14016122482044052,0.0904004787399586
median,20,15,Euclidean,0.29681445991196814,0.17003485737893423,0.11591846707110783,0.08809882361283339
median,20,15,Cosine,0.20398999235771212,0.16278035291008677,0.11073813734035609,0.04161191698209954
median,20,15,Manhattan,0.2908897108288598,0.2118525760450316,0.14460373671133922,0.08461682386609759
std,20,15,Euclidean,0.2615360497372375,0.12227549060729113,0.08244272277823152,0.0684011053121587
std,20,15,Cosine,0.2862455499086321,0.1268154099418753,0.08585575769036351,0.0819365148424952
std,20,15,Manhattan,0.24826534498943595,0.1461340847993342,0.09869110303835177,0.061635681522723695
max,20,15,Euclidean,0.19104619802911718,0.1114084113608682,0.0758411122648257,0.03649864978138051
max,20,15,Cosine,0.13246567255090963,0.103819100073307,0.07073946391634416,0.01754715440436483
max,20,15,Manhattan,0.18272795771891173,0.13807858159585076,0.09416089469505681,0.03338950653212436
product,20,15,Euclidean,0.36245640618865216,0.18355603825533037,0.12497831786956516,0.05214108045685151
product,20,15,Cosine,0.2666807402398485,0.18836035999164327,0.12814969511630211,0.07111861721487356
product,20,15,Manhattan,0.29180327072892004,0.2043472469482433,0.13930630059760055,-0.4906501209523586
var,22,14,Euclidean,0.11693710199846949,0.07868560367513663,0.05296142739747097,0.01367428582380048
var,22,14,Cosine,0.09708090550168011,0.08077583389412539,0.05436053634833355,0.00942470221302616
var,22,14,Manhattan,0.11078644682982201,0.08752062507922176,0.05887948647270893,0.01227363680117699
mean,22,14,Euclidean,0.27871484216064507,0.16523070328136505,0.11259916220678312,0.07768196324063326
mean,22,14,Cosine,0.18879327978669594,0.15824452208422535,0.10763356611446526,0.0356429024926177
mean,22,14,Manhattan,0.27116334820801263,0.19391863627938347,0.13231075584328766,0.0735295614113799
min,22,14,Euclidean,0.3223831086706797,0.17669929931416117,0.12013297261477028,0.10393086875617119
min,22,14,Cosine,0.22693271184480818,0.17317417085618036,0.11777185696372389,0.05149845570523881
min,22,14,Manhattan,0.3035648927567276,0.20788533522678382,0.14157463868387413,0.09215164411440369
median,22,14,Euclidean,0.28574754703318533,0.1596451200392609,0.10883130263106316,0.08165166063548246
median,22,14,Cosine,0.1954116916706273,0.15243747618724388,0.10360993491607737,0.03818572924157637
median,22,14,Manhattan,0.27859185239536294,0.1990164147070944,0.13575481150893848,0.07761342022107964
std,22,14,Euclidean,0.26746507474560915,0.12507584922461745,0.08443563745230251,0.07153756620867424
std,22,14,Cosine,0.293442515679569,0.14331028839262938,0.09760025615510763,0.08610851000835418
std,22,14,Manhattan,0.2587464348287636,0.15709804630381943,0.10617242300138845,0.06694971753659562
max,22,14,Euclidean,0.18277468596390098,0.10704889390436079,0.07238635962383687,0.03340658582920253
max,22,14,Cosine,0.12702577801566894,0.10037431685211892,0.06794349518448567,0.016135548280486134
max,22,14,Manhattan,0.17503192882336516,0.1326443612953231,0.09024421689580062,0.030636176107627477
product,22,14,Euclidean,0.33131278504658285,0.13720585276126182,0.0927921313976413,0.02649010245549055
product,22,14,Cosine,0.25602792528706636,0.15683639226013305,0.10599300111683034,0.06555029852679961
product,22,14,Manhattan,0.3011742214526399,0.19818363204636025,0.13540005712155653,-0.3274598589419362
var,24,13,Euclidean,0.11265331274441796,0.06548761486401035,0.043911060074683844,0.012690768872291702
var,24,13,Cosine,0.08044565151911805,0.06664622565973322,0.04465075840421632,0.006471502848335309
var,24,13,Manhattan,0.1126139170444095,0.08024437507133356,0.053676251820524226,0.012681894312084996
mean,24,13,Euclidean,0.2808005572329737,0.16835005557236785,0.11506879482699747,0.0788489529423485
mean,24,13,Cosine,0.19139562007520863,0.16143244171672105,0.10995937001163585,0.03663228338397373
mean,24,13,Manhattan,0.27317549688249965,0.19609787156386282,0.1338850239497733,0.07462485209700054
min,24,13,Euclidean,0.31988955681196246,0.1716057015586587,0.11645291523787664,0.10232932855735377
min,24,13,Cosine,0.22622936050443648,0.16912315616664722,0.1148944262087098,0.05117972355424605
min,24,13,Manhattan,0.3037066699701902,0.20691657051361567,0.14101663840545714,0.09223774138438212
median,24,13,Euclidean,0.29024623013282186,0.1654823374176398,0.11280244338450053,0.08424287410631504
median,24,13,Cosine,0.19801600238282463,0.15883022251803508,0.10802104103537262,0.03921033719967493
median,24,13,Manhattan,0.2822719654727086,0.20500712928657913,0.1397744582072181,0.07967746249182595
std,24,13,Euclidean,0.26709224379800156,0.11149121359789237,0.07496732172089317,0.07133826669705134
std,24,13,Cosine,0.2910877499998972,0.14005574213842806,0.09509312162992618,0.0847320782000025
std,24,13,Manhattan,0.2582260595748166,0.14398147061584568,0.09755826379914723,0.0666806978435367
max,24,13,Euclidean,0.17497864866667046,0.11283007706768765,0.07668295871968588,0.03061752748921409
max,24,13,Cosine,0.12624021912825864,0.10671170417506329,0.07261974948206106,0.01593659292555083
max,24,13,Manhattan,0.17188305150091615,0.1396271529050952,0.09541554287921132,0.029543783393266687
product,24,13,Euclidean,0.364170877003149,0.20150379566770568,0.13724059574031122,0.025955181580717523
product,24,13,Cosine,0.2714013847460052,0.2071937528167653,0.14086383525504104,0.07365871164204918
product,24,13,Manhattan,0.2880661685755716,0.21025872020188624,0.14331002676002172,-0.6065596903285779
var,25,12,Euclidean,0.10876078442675464,0.07319713584636667,0.04911770955434649,0.01182890822912308
var,25,12,Cosine,0.30791746239737267,0.11507732484960777,0.07787816442961297,0.0948131636492372
var,25,12,Manhattan,0.10437410841566509,0.08991141899281119,0.06045515419295047,0.010893954507564918
mean,25,12,Euclidean,0.2794589560142226,0.16806225489936574,0.11446288632927029,0.07809730809655935
mean,25,12,Cosine,0.19087665062820477,0.16158994599989704,0.11000804296968086,0.036433895755041745
mean,25,12,Manhattan,0.2712514644405698,0.1942578393074242,0.1325407594293435,0.07357735696115375
min,25,12,Euclidean,0.32065639428568077,0.17590272139945182,0.1194654751025468,0.10282052319629398
min,25,12,Cosine,0.2300068470931972,0.17719921131936223,0.12025990405437786,0.052903149709753294
min,25,12,Manhattan,0.30348633926975777,0.20607637253913874,0.14037966955449965,0.09210395812335836
median,25,12,Euclidean,0.2831933948089324,0.15713639441982172,0.10696791735695999,0.08019849886340769
median,25,12,Cosine,0.1909506140834817,0.1477430863511105,0.10034789235533503,0.0364621370188587
median,25,12,Manhattan,0.27767040405596116,0.1969485713999748,0.1342092690143323,0.07710085328860072
std,25,12,Euclidean,0.26009122874422147,0.12658533741394376,0.08562363596311821,0.06764744726967886
std,25,12,Cosine,0.2682800432882096,0.13437718714754643,0.09102558933212516,0.07197418162672353
std,25,12,Manhattan,0.2545498087369285,0.1546685809260307,0.10469791868414241,0.06479560512800686
max,25,12,Euclidean,0.1680957481372181,0.10895806352596547,0.07430298021343693,0.028256180541811005
max,25,12,Cosine,0.115819191164492,0.10290193786119302,0.07006258336906333,0.013414085041997148
max,25,12,Manhattan,0.16157328057949633,0.13052749689749707,0.0889966811474144,0.02610592499722053
product,25,12,Euclidean,0.3516847774935445,0.1760251834129296,0.11951549410780707,0.02470924945037878
product,25,12,Cosine,0.26505291869772685,0.17968007822845214,0.12184893297878864,0.07025304971018376
product,25,12,Manhattan,0.28476474599628065,0.19224663469072414,0.13107484445763484,-0.513863276044441
var,28,11,Euclidean,0.11718679276970577,0.07609599929191631,0.05137907907514481,0.01373274439965022
var,28,11,Cosine,0.10661699879223364,0.0795589149166149,0.05370106548540992,0.011367184431463007
var,28,11,Manhattan,0.11641272403644728,0.0893013997652445,0.059889211759211386,0.01355192231758584
mean,28,11,Euclidean,0.27924478704189915,0.1687334484745842,0.11530766916622923,0.07797765109007548
mean,28,11,Cosine,0.19059050136210356,0.16199088409080037,0.11041937718374756,0.03632473920945789
mean,28,11,Manhattan,0.27285474681132443,0.1950757717884063,0.13308856880028153,0.07444971285747204
min,28,11,Euclidean,0.32896650917072057,0.18903831558462209,0.12875813781246678,0.10821896415596965
min,28,11,Cosine,0.23682383746357016,0.18849191100331092,0.1280027218704407,0.05608552999097138
min,28,11,Manhattan,0.31246414427821945,0.21809188148953415,0.14863657658289448,0.09763384145951981
median,28,11,Euclidean,0.27264433897518786,0.15202282454860874,0.10365383601549052,0.07433493557521698
median,28,11,Cosine,0.17942676309857078,0.1444361061903445,0.09829503877190707,0.032193963316030416
median,28,11,Manhattan,0.265559023468264,0.19071065583715555,0.13023427608580637,0.07052159494541799
std,28,11,Euclidean,0.27683628514910713,0.13734731119869978,0.09296389612799481,0.07663832877515775
std,28,11,Cosine,0.28087553851502783,0.15016845366010984,0.10161148052105265,0.0788910681361068
std,28,11,Manhattan,0.27562430627663875,0.17278645038172533,0.11694059919005316,0.07596875821047833
max,28,11,Euclidean,0.16047204874725757,0.10548606239572658,0.07182151855376565,0.025751278429142155
max,28,11,Cosine,0.11439778586057367,0.10037177004930319,0.06844591309187206,0.013086853409801646
max,28,11,Manhattan,0.14889025441947862,0.12512335546070613,0.08541909288412852,0.022168307861096914
product,28,11,Euclidean,0.3179107250926108,0.14293160923441944,0.09670696421922266,-0.0359356308052039
product,28,11,Cosine,0.24528273785271912,0.1641573640938796,0.1114090606639962,0.06016362148852583
product,28,11,Manhattan,0.289250250910893,0.18524592099967258,0.12625831109972588,-0.44594012752428425
var,30,10,Euclidean,0.11614442995530769,0.07496198764663106,0.05047768849098664,0.013489528609643364
var,30,10,Cosine,0.29082882141273675,0.12327536792215547,0.0836110753899346,0.08458140336432152
var,30,10,Manhattan,0.10473995772023274,0.08105561806794608,0.05451132708110045,0.0109704587432361
mean,30,10,Euclidean,0.2721790550722113,0.1664158987221091,0.11350676971856367,0.07408143802000178
mean,30,10,Cosine,0.18662599116021497,0.16002384320264104,0.10891719608643671,0.034829260576532683
mean,30,10,Manhattan,0.26545451298455186,0.1913266088178215,0.13058143427510008,0.07046609846386565
min,30,10,Euclidean,0.3096169037015335,0.16715956176842106,0.11360416984464713,0.09586262705772453
min,30,10,Cosine,0.2168803090295206,0.16338050170812166,0.11101585951273057,0.047037068444740204
min,30,10,Manhattan,0.2917172877765615,0.19624211054414847,0.13338213820165762,0.08509897598771321
median,30,10,Euclidean,0.2837758189203376,0.16746283899842584,0.1140965714454621,0.08052871540390805
median,30,10,Cosine,0.19458267909727284,0.16085567782494162,0.10942969370349892,0.037862419004672354
median,30,10,Manhattan,0.2777907146914791,0.210741964569724,0.1438739199581881,0.07716768116880279
std,30,10,Euclidean,0.26132547043572973,0.11875546825085014,0.0802114980428609,0.06829100149845535
std,30,10,Cosine,0.24380001980593335,0.1392487138592308,0.09443269639527618,0.05943844965737344
std,30,10,Manhattan,0.256870503886516,0.15144816242757883,0.10248282190723106,0.06598245576691253
max,30,10,Euclidean,0.13665315585238688,0.09668533216948706,0.06572629127628758,0.018674085004416585
max,30,10,Cosine,0.10108938415461113,0.09111838135662607,0.06191716176292681,0.010219063588758459
max,30,10,Manhattan,0.13506643024418613,0.11339577754697579,0.07722771849944081,0.01824294057890774
product,30,10,Euclidean,0.288705678940818,0.11679110912051903,0.07877103556195553,-0.10399747266894899
product,30,10,Cosine,0.2225943470275899,0.12608427730992233,0.0852096480316091,0.04954824332863905
product,30,10,Manhattan,0.2715561583069238,0.17085446247407832,0.11599167023073009,-0.5187567856254425
var,34,9,Euclidean,0.11659647548092714,0.07429621906072287,0.04993588435390197,0.013594738094574454
var,34,9,Cosine,0.18510585290665554,0.09904180519495712,0.06684562727274299,0.03426417678030036
var,34,9,Manhattan,0.11498381478664256,0.08773906185477474,0.05910949005876478,0.013221277662888942
mean,34,9,Euclidean,0.27567674971569195,0.1704789032220489,0.11639036733635996,0.07599767033380822
mean,34,9,Cosine,0.1889853423784032,0.16397217497067143,0.1117039615274454,0.03571545963388245
mean,34,9,Manhattan,0.26383820870477426,0.18917311389850183,0.12903108819133305,0.06961060037254396
min,34,9,Euclidean,0.31828686247035304,0.16952112780948608,0.11553913187653368,0.10130652682122132
min,34,9,Cosine,0.22347623425780608,0.1661781848880168,0.1127155955574006,0.04994162727804996
min,34,9,Manhattan,0.3055485288724056,0.20153219489092244,0.13737442370437875,0.09335990349609113
median,34,9,Euclidean,0.28059997860836344,0.16092293029795718,0.10959957187079329,0.07873634799501394
median,34,9,Cosine,0.1915651475788771,0.15564110706250078,0.1058612978185909,0.03669720576691715
median,34,9,Manhattan,0.26675574340817737,0.1935396054509567,0.13203717363210568,0.07115862664124939
std,34,9,Euclidean,0.263699220702657,0.12582217552559838,0.08507316780030408,0.06953727899918882
std,34,9,Cosine,0.2526595458888392,0.13640568928862024,0.09191315503765189,0.0638368461287544
std,34,9,Manhattan,0.26556678453968924,0.1643650335726218,0.1112506349574183,0.07052571705074984
max,34,9,Euclidean,0.14060241219308575,0.0984937859893007,0.06670646890332955,0.019769038314514487
max,34,9,Cosine,0.10361333981819257,0.09567602421139115,0.06475313363160305,0.010735724188280393
max,34,9,Manhattan,0.13511977382876936,0.11743036303745608,0.07963388300292465,0.018257353279537702
product,34,9,Euclidean,0.35395129035190537,0.19029231981161635,0.1292243793438918,0.003989201838706546
product,34,9,Cosine,0.24443578106614222,0.17307254196327884,0.11731566727851767,0.05974885106541494
product,34,9,Manhattan,0.2925337335383705,0.19629966152508208,0.13371820028220066,-0.5073881700973126
var,38,8,Euclidean,0.12593925428335714,0.0823281653243679,0.055885119021608656,0.01586069576944793
var,38,8,Cosine,0.25507546344498677,0.11187384973868356,0.07589307123875748,0.06506349205167461
var,38,8,Manhattan,0.11730264610760324,0.0911552789134285,0.061561271023816595,0.01375991078384553
mean,38,8,Euclidean,0.26237673483775203,0.16129484104188901,0.10996318749854135,0.06884155098412004
mean,38,8,Cosine,0.17763686882391175,0.1543485047801547,0.10497754959996965,0.03155485716556383
mean,38,8,Manhattan,0.25893703002134355,0.18455171949327806,0.1257570851982854,0.06704838551627401
min,38,8,Euclidean,0.3177836926697072,0.17074867671930138,0.11578356159678153,0.10098647532679483
min,38,8,Cosine,0.2246823078159892,0.16539405675970772,0.11187861155337163,0.050482139445518825
min,38,8,Manhattan,0.30804911318279776,0.2029602767133357,0.1379885367006954,0.09489425613270808
median,38,8,Euclidean,0.2823873764042808,0.1635205513056016,0.11132603032380174,0.07974263035249285
median,38,8,Cosine,0.19120875627162992,0.15702647433917377,0.10677844904763518,0.036560788474943595
median,38,8,Manhattan,0.26837681353207987,0.20184737091835214,0.1378035047381426,0.07202611404163273
std,38,8,Euclidean,0.28223472697816804,0.14009835445504937,0.09442787384485798,0.07965644111244097
std,38,8,Cosine,0.23056604813779208,0.1309766024017454,0.08899277755495101,0.053160702553878614
std,38,8,Manhattan,0.2814212409629022,0.17795529418434017,0.12027231088682071,0.07919791486509975
max,38,8,Euclidean,0.12594543336548258,0.10094587843695711,0.06874174798464826,0.015862252185618986
max,38,8,Cosine,0.09406343054364784,0.09699822085331983,0.06599489727398064,0.008847928965639573
max,38,8,Manhattan,0.11871679618745262,0.11471900246575441,0.07799468706067694,0.014093677697013307
product,38,8,Euclidean,0.2734004414553478,0.10335063116795919,0.07007333545338718,-0.11391596767624534
product,38,8,Cosine,0.20122308018405496,0.11222957611265137,0.07574679553138533,0.040490727998758747
product,38,8,Manhattan,0.23521597232953306,0.14344873519234583,0.0975315052555902,-0.651944891220378
var,43,7,Euclidean,0.10530380031329604,0.06698495462873935,0.04496812430173305,0.011088890360422599
var,43,7,Cosine,0.2358154284639504,0.10871918614046994,0.07349187197520342,0.055608916301636446
var,43,7,Manhattan,0.0975589018341065,0.07623470288998309,0.05122447085547241,0.00951773932707678
mean,43,7,Euclidean,0.27797232395419635,0.18235352268953825,0.12444680385730494,0.07726861288449671
mean,43,7,Cosine,0.1960298440846875,0.1757933355378783,0.1199144214894309,0.038427699771866775
mean,43,7,Manhattan,0.27248079085316823,0.19922218340054285,0.1359812695029176,0.07424578138396798
min,43,7,Euclidean,0.2877272525444253,0.14989831789918867,0.10167451757235786,0.08278697185676342
min,43,7,Cosine,0.19988521679419063,0.14636216569211496,0.0995758056286994,0.039954099892860695
min,43,7,Manhattan,0.2777328558895925,0.17948241044093294,0.12214368378746213,0.07713553924058902
median,43,7,Euclidean,0.27264749012242834,0.1602905587633227,0.10916352817385402,0.07433665387005961
median,43,7,Cosine,0.1873014056758317,0.15099587519248173,0.10262979515309247,0.035081816568142465
median,43,7,Manhattan,0.2667346156576388,0.19588392119899195,0.13360393863579334,0.07114735519002813
std,43,7,Euclidean,0.23485151653377737,0.10755384035024458,0.0724142264801742,0.05515523481821494
std,43,7,Cosine,0.19458382493018955,0.11575253459364215,0.0783200385389236,0.03786286492446267
std,43,7,Manhattan,0.22751221275562986,0.13539058780070629,0.09165547467153123,0.05176180695296284
max,43,7,Euclidean,0.1201907672669066,0.09755589595359493,0.06654278466967938,0.014445820536207687
max,43,7,Cosine,0.09536306781433321,0.09849486272229238,0.06716910940465252,0.009094114702961065
max,43,7,Manhattan,0.11133700716474193,0.10581713022384333,0.07210764840185982,0.012395929164401687
product,43,7,Euclidean,0.27765243804082007,0.1323899839443437,0.08980630641495477,-0.20106469640327074
product,43,7,Cosine,0.20725718807256677,0.15466306712866032,0.10484332389791173,0.042955542007747205
product,43,7,Manhattan,0.22550434327798557,0.15740977164809447,0.10674414837950388,-0.9160477783022609
var,50,6,Euclidean,0.12411364831085421,0.08518325988801854,0.057507556924527255,0.015404197697030386
var,50,6,Cosine,0.25578624255836935,0.15128490534151384,0.10241601588638495,0.06542660188212901
var,50,6,Manhattan,0.1262343484241243,0.1046352381212364,0.07094751695269344,0.015935110722063106
mean,50,6,Euclidean,0.2541477220190471,0.15483477611993138,0.1051260051932219,0.06459106460747077
mean,50,6,Cosine,0.17743979456028958,0.14750796672657737,0.10009880133475171,0.03148488069359778
mean,50,6,Manhattan,0.2539507575737934,0.17631476746831082,0.12001749363587916,0.06449098727230373
min,50,6,Euclidean,0.28786467415886013,0.17323695168671202,0.11812407649757209,0.08286607062858675
min,50,6,Cosine,0.20446676786884066,0.18175199880415183,0.12385502234762433,0.04180665916273052
min,50,6,Manhattan,0.2602777121213385,0.1933259150838693,0.13230849060703942,0.06774448742711836
median,50,6,Euclidean,0.25230487330374524,0.1451186075212364,0.09842578769842013,0.06365774909281896
median,50,6,Cosine,0.16531648318859885,0.13462643033623872,0.09132335331075349,0.02732953961384621
median,50,6,Manhattan,0.24235674013320105,0.1790016513780183,0.12183547084614171,0.05873678948799199
std,50,6,Euclidean,0.2788460133581119,0.16541932869551523,0.11231638679989966,0.07775509916571233
